Latitude,Longitude,Name,Area,Type,Farenheit,Celsius
44.46,-110.828,"Geyser Hill Group, Old Faithful Ge",Ashton,Hotspring,203.0,95.0
44.908,-110.393,Calcite Springs,Ashton,Hotspring,201.0,94.0
44.417,-110.57,West Thumb Geyser Basin,Ashton,Hotspring,203.0,95.0
44.459,-110.817,Southeastern Group,Ashton,Hotspring,198.0,92.0
44.433,-110.581,Potts Hot Spring Basin,Ashton,Hotspring,203.0,95.0
44.421,-110.952,Smoke Jumper Hot Springs,Ashton,Hotspring,198.0,92.0
44.684,-110.753,Monument Geyser Basin,Ashton,Hotspring,197.0,92.0
44.679,-110.746,Beryl Spring,Ashton,Hotspring,198.0,92.0
44.544,-110.258,Turbid Springs,Ashton,Hotspring,198.0,92.0
44.53,-110.297,Steamboat Springs,Ashton,Hotspring,198.0,92.0
44.518,-110.813,"Hot Springs, Rabbit Creek Group",Ashton,Hotspring,198.0,92.0
44.514,-110.828,Rabbit Creek Group,Ashton,Hotspring,198.0,92.0
44.484,-110.873,Mystic Falls Springs,Ashton,Hotspring,198.0,92.0
44.739,-110.324,Josephs Coat Springs,Ashton,Hotspring,199.0,93.0
44.75,-110.714,Gas Vent,Ashton,Hotspring,,
44.282,-110.506,Rustic Geyser,Ashton,Hotspring,199.0,93.0
44.571,-110.811,Morning Mist Springs,Ashton,Hotspring,205.0,96.0
44.733,-110.703,Cistern Spring,Ashton,Hotspring,199.0,93.0
44.697,-110.724,Gibbon Hill Geyser,Ashton,Hotspring,199.0,93.0
44.693,-110.738,Artists Paintpots,Ashton,Hotspring,199.0,93.0
44.69,-110.384,Hot Springs on Bog Creek,Ashton,Hotspring,199.0,93.0
44.526,-110.835,Excelsior Geyser Crater,Ashton,Hotspring,199.0,93.0
44.418,-110.805,Lone Star Geyser,Ashton,Hotspring,199.0,93.0
44.309,-110.654,Hot Springs on Lewis Lake,Ashton,Hotspring,199.0,93.0
44.469,-110.828,Solitary Geyser,Ashton,Hotspring,198.0,92.0
44.433,-110.813,Hot Springs,Ashton,Hotspring,,
44.766,-110.3,Hot Springs,Ashton,Hotspring,,
44.61,-110.438,Hot Springs,Ashton,Hotspring,,
44.607,-110.617,Hot Springs East of Mary Lake,Ashton,Hotspring,,
44.601,-110.632,Gas Vent East of Mary Lake,Ashton,Hotspring,,
44.595,-110.622,Gas Vents Southeast of Mary Lake,Ashton,Hotspring,,
44.572,-110.691,Hot Springs,Ashton,Hotspring,,
44.553,-110.301,Beach Springs,Ashton,Hotspring,,
44.551,-110.85,Springs on Fairy Creek,Ashton,Hotspring,,
44.616,-110.616,Highland Hot Springs,Ashton,Hotspring,,
44.438,-110.977,Hot Springs on Continental Divide,Ashton,Hotspring,,
44.617,-110.432,Mud Geysers,Ashton,Hotspring,,
44.404,-110.824,Hot Springs on Upper Firehole Rive,Ashton,Hotspring,,
44.498,-109.193,Buffalo Bill Reservoir Springs,Cody,Hotspring,,
44.495,-109.222,Buffalo Bill Reservoir Springs,Cody,Hotspring,,
44.482,-109.204,Buffalo Bill Reservoir Springs,Cody,Hotspring,,
44.841,-110.167,"Hot, on Lamar River",Ashton,Hotspring,,
44.734,-110.029,Hot Springs,Ashton,Hotspring,,
44.708,-110.471,Warm Spring,Ashton,Hotspring,,
44.701,-110.036,Hot Springs,Ashton,Hotspring,,
44.508,-110.832,Midway Picnic Ground,Ashton,Hotspring,,
44.715,-110.555,Gas Vents,Ashton,Hotspring,,
44.563,-110.834,River Group,Ashton,Hotspring,205.0,96.0
44.544,-110.788,"Black Warrior Group, Shelf Spring",Ashton,Hotspring,205.0,96.0
44.115,-110.684,Huckleberry Hot Springs,Ashton,Hotspring,,
44.842,-110.732,Apollinaris Spring,Ashton,Hotspring,,
44.825,-110.675,Gas Vents at Horseshoe Hill,Ashton,Hotspring,,
44.781,-110.738,Steam Vents at Roaring Mountain,Ashton,Hotspring,,
44.743,-110.242,Hot Spring Basin Group,Ashton,Hotspring,198.0,92.0
44.752,-110.256,Hot Spring,Ashton,Hotspring,,
44.612,-110.618,Gas Vent,Ashton,Hotspring,,
44.741,-110.699,Gas Vent,Ashton,Hotspring,,
44.566,-110.871,"Flat Cone Spring, Steep Cone",Ashton,Hotspring,205.0,96.0
44.711,-110.468,Hot Springs,Ashton,Hotspring,,
44.708,-110.461,Forest Springs,Ashton,Hotspring,,
44.672,-110.236,Hot Springs,Ashton,Hotspring,,
44.667,-110.282,Hot Springs,Ashton,Hotspring,,
44.656,-110.572,Violet Springs,Ashton,Hotspring,,
44.642,-110.238,Hot Spring,Ashton,Hotspring,,
44.634,-110.234,The Mudkettles,Ashton,Hotspring,,
44.634,-110.226,The Mushpots,Ashton,Hotspring,,
44.532,-110.874,"Imperial Geyser, Spray Geyser",Ashton,Hotspring,192.0,89.0
42.545,-106.725,Alcova Hot Springs,Casper,Hotspring,129.0,54.0
42.75,-109.616,Steele Hot Springs,Lander,Hotspring,102.0,39.0
43.37,-110.445,Granite Hot Spring,Driggs,Hotspring,106.0,41.0
43.008,-108.835,Washakie Mineral Hot Springs,Thermopolis,Hotspring,111.0,44.0
43.907,-110.198,North Buffalo Fork Springs,Driggs,Hotspring,113.0,45.0
43.365,-110.443,Granite Falls Hot Springs,Driggs,Hotspring,112.0,45.0
42.817,-110.997,Johnson Springs,Preston,Hotspring,115.0,46.0
44.723,-110.358,Hot Spring on Moss Creek,Ashton,Hotspring,115.0,46.0
44.681,-110.326,Hot Springs on Upper Sour Creek,Ashton,Hotspring,194.0,90.0
41.45,-106.804,Saratoga Hot Springs,Rawlins,Hotspring,129.0,54.0
44.671,-110.786,Secret Valley Hot Springs,Ashton,Hotspring,95.0,35.0
44.625,-110.433,Mud Volcano,Ashton,Hotspring,131.0,55.0
43.654,-108.194,Thermopolis Hot Springs,Thermopolis,Hotspring,133.0,56.0
44.985,-110.689,Hot River,Ashton,Hotspring,136.0,58.0
44.588,-110.341,Ebro Springs,Ashton,Hotspring,136.0,58.0
44.55,-110.805,Fountain Paint Pot,Ashton,Hotspring,136.0,58.0
44.169,-110.583,Snake Hot Springs,Ashton,Hotspring,136.0,58.0
44.157,-110.699,Crawfish Creek Hot Springs,Ashton,Hotspring,136.0,58.0
44.165,-110.723,Crawfish Creek Hot Springs,Ashton,Hotspring,138.0,59.0
44.711,-110.741,Chocolate Pots,Ashton,Hotspring,124.0,51.0
43.56,-109.732,Geyser (Warm Spring Creek Springs),Thermopolis,Hotspring,84.0,29.0
43.489,-109.605,Jakeys Fork Spring,Thermopolis,Hotspring,68.0,20.0
44.749,-108.188,Little Sheep Mountain Spring,Cody,Hotspring,68.0,20.0
42.249,-104.781,Warm Springs (Immigrants Washtub),Torrington,Hotspring,70.0,21.0
44.608,-108.138,Sheep Mountain Springs,Cody,Hotspring,70.0,21.0
43.583,-108.213,Wind River Canyon Spring,Thermopolis,Hotspring,72.0,22.0
42.702,-107.105,Horse Creek Springs,Casper,Hotspring,75.0,24.0
44.511,-109.156,Needle Hot Springs,Cody,Hotspring,75.0,24.0
43.52,-109.669,Little Warm Spring,Thermopolis,Hotspring,77.0,25.0
43.3,-110.775,Astoria Mineral Hot Springs,Driggs,Hotspring,99.0,37.0
43.543,-110.741,Abercrombie Warm Springs,Driggs,Hotspring,81.0,27.0
44.513,-109.115,De Maris Springs,Cody,Hotspring,97.0,36.0
42.665,-105.394,Douglas Hot Springs,Torrington,Hotspring,86.0,30.0
43.471,-110.835,Boyles Hill Springs,Driggs,Hotspring,86.0,30.0
43.282,-110.019,Kendall Warm Spring,Driggs,Hotspring,86.0,30.0
44.662,-110.768,Iron Spring,Ashton,Hotspring,86.0,30.0
42.492,-108.172,Sweetwater Station Warm Springs,Lander,Hotspring,90.0,32.0
44.742,-110.579,Wolf Lake Springs,Ashton,Hotspring,91.0,33.0
44.513,-109.129,Shoshone Hot Springs,Cody,Hotspring,95.0,35.0
42.828,-110.999,Auburn Hot Springs,Preston,Hotspring,144.0,62.0
43.639,-110.615,Kelly Warm Spring,Driggs,Hotspring,81.0,27.0
44.532,-110.796,Five Sisters Springs,Ashton,Hotspring,192.0,89.0
44.582,-110.314,Vermilion Springs,Ashton,Hotspring,140.0,60.0
44.521,-110.275,Butte Springs,Ashton,Hotspring,187.0,86.0
44.478,-110.867,Hillside Springs,Ashton,Hotspring,187.0,86.0
44.752,-110.418,Hot Springs at Sevenmile Hole,Ashton,Hotspring,189.0,87.0
44.401,-110.936,Hot Springs on Continental Divide,Ashton,Hotspring,189.0,87.0
44.769,-110.269,Rainbow Springs,Ashton,Hotspring,190.0,88.0
44.628,-110.433,Sulphur Caldron,Ashton,Hotspring,190.0,88.0
44.702,-110.767,Sylvan Springs,Ashton,Hotspring,192.0,89.0
44.529,-110.791,White Creek Group,Ashton,Hotspring,185.0,85.0
44.564,-110.869,Queens Laundry,Ashton,Hotspring,192.0,89.0
44.697,-110.375,Hot Springs on Bog Creek,Ashton,Hotspring,185.0,85.0
44.285,-110.9,Bechler River Hot Springs,Ashton,Hotspring,194.0,90.0
44.797,-110.725,Amphitheater Springs,Ashton,Hotspring,196.0,91.0
44.766,-110.429,Washburn Hot Springs,Ashton,Hotspring,196.0,91.0
44.756,-110.308,Coffee Pot Hot Springs,Ashton,Hotspring,196.0,91.0
44.591,-110.321,Hot Springs at Sulphur Hills,Ashton,Hotspring,196.0,91.0
44.556,-110.832,River Group,Ashton,Hotspring,196.0,91.0
44.422,-110.574,West Thumb Geyser Basin,Ashton,Hotspring,196.0,91.0
44.786,-110.74,Semi-Centennial Geyser,Ashton,Hotspring,198.0,92.0
44.653,-110.482,Sulphur Springs,Ashton,Hotspring,194.0,89.0
44.41,-110.953,Summit Lake Hot Springs,Ashton,Hotspring,162.0,72.0
44.761,-110.73,Bijah Spring,Ashton,Hotspring,198.0,92.0
44.781,-110.699,Whiterock Springs,Ashton,Hotspring,144.0,62.0
44.739,-110.258,Hot Spring Basin Group,Ashton,Hotspring,153.0,67.0
44.754,-110.403,Sevenmile Hole,Ashton,Hotspring,154.0,68.0
44.276,-110.636,Hot Springs on Lewis Lake,Ashton,Hotspring,154.0,68.0
44.598,-110.236,Hot Springs In Pelican Valley,Ashton,Hotspring,156.0,69.0
44.142,-110.656,South Entrance Hot Springs,Ashton,Hotspring,156.0,69.0
44.753,-110.724,"Roadside Springs, Frying Pan Sprin",Ashton,Hotspring,158.0,70.0
44.733,-110.712,Horseshoe Spring,Ashton,Hotspring,187.0,86.0
43.958,-110.696,Jackson Lake Hot Springs,Driggs,Hotspring,162.0,72.0
44.187,-110.726,Hot Springs,Ashton,Hotspring,142.0,61.0
44.967,-110.708,Mammoth Hot Springs,Ashton,Hotspring,163.0,73.0
44.475,-110.843,Morning Glory Pool,Ashton,Hotspring,163.0,73.0
44.204,-110.486,Hot Springs on Upper Snake River,Ashton,Hotspring,167.0,75.0
44.299,-110.517,"Heart Lake Geyser Basin, Middle Gr",Ashton,Hotspring,174.0,79.0
44.671,-110.29,Ponuntpa Springs Group,Ashton,Hotspring,180.0,82.0
44.244,-111.022,Boundary Creek Hot Springs,Ashton,Hotspring,181.0,83.0
44.414,-110.817,"Lone Star Geyser Basin, Footbridge",Ashton,Hotspring,183.0,84.0
44.722,-110.701,Echinus Geyser,Ashton,Hotspring,185.0,85.0
44.461,-110.854,Emerald Pool,Ashton,Hotspring,158.0,70.0
