Year,Quarter,Product_Line,Product_Category,Product_Group,Quantity,Profit,Total_Retail_Price
2002.0,2002Q4,Clothes & Shoes,Clothes,Green Tomato,400.0,11160.68,19266.1799999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Knitwear,1459.0,75036.0000000001,130486.499999999
2002.0,2002Q4,Clothes & Shoes,Clothes,LSF,700.0,33389.1,66879.4
2002.0,2002Q4,Clothes & Shoes,Clothes,Leisure,710.0,32320.6299999999,58620.7800000001
2002.0,2002Q4,Clothes & Shoes,Clothes,Massif,107.0,16776.6,32019.1
2002.0,2002Q4,Clothes & Shoes,Clothes,Orion,1560.0,78021.2200000001,149636.92
2002.0,2002Q4,Clothes & Shoes,Clothes,Orion Clothing,951.0,26404.4299999999,50556.2799999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Osprey,612.0,19697.33,33937.88
2002.0,2002Q4,Clothes & Shoes,Clothes,Shorts,186.0,2604.89999999999,4663.69999999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Stockings & Socks,602.0,5739.24999999999,9692.29999999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Street Wear,1003.0,40856.8299999999,71004.48
2002.0,2002Q4,Clothes & Shoes,Clothes,T-Shirts,406.0,6491.9,11715.9999999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Tracker Clothes,5394.0,144665.539999999,268550.439999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Twain,144.0,20182.8499999999,38596.15
2002.0,2002Q4,Clothes & Shoes,Shoes,Eclipse Shoes,5440.0,271347.35,546762.749999998
2002.0,2002Q4,Clothes & Shoes,Shoes,Shoes,2788.0,145236.399999999,271780.299999999
2002.0,2002Q4,Clothes & Shoes,Shoes,Tracker Shoes,3021.0,126857.639999999,233714.039999999
2002.0,2002Q4,Outdoors,Outdoors,Anoraks & Parkas,3735.0,290743.190000001,526043.939999999
2002.0,2002Q4,Outdoors,Outdoors,Backpacks,1730.0,121629.999999999,229079.5
2002.0,2002Q4,Outdoors,Outdoors,Gloves & Mittens,825.0,20166.5,35077.1
2002.0,2002Q4,Outdoors,Outdoors,Knitted Accessories,527.0,6157.46000000001,10520.8599999999
2002.0,2002Q4,Outdoors,Outdoors,Outdoor Gear,3182.0,136348.649999999,240801.200000001
2002.0,2002Q4,Outdoors,Outdoors,Sleepingbags,2851.0,131291.35,258543.300000002
2002.0,2002Q4,Outdoors,Outdoors,Tents,1228.0,225865.599999999,454389.699999999
2002.0,2002Q4,Sports,Assorted Sports Articles,Assorted Sports articles,8460.0,295161.519999999,536336.62
2002.0,2002Q4,Sports,Assorted Sports Articles,Darts,2769.0,53117.6499999998,90568.0999999995
2002.0,2002Q4,Sports,Assorted Sports Articles,Petanque - Boule,727.0,17859.8999999998,32217.8
2002.0,2002Q4,Sports,Assorted Sports Articles,Skates,2968.0,282413.6,583737.700000003
2002.0,2002Q4,Sports,Golf,Golf,3669.0,188268.659999999,388254.31
2002.0,2002Q4,Sports,Golf,Golf Clothes,1040.0,87281.77,123035.369999999
2002.0,2002Q4,Sports,Indoor Sports,Fitness,1000.0,91794.65,184762.699999999
2002.0,2002Q4,Sports,Indoor Sports,Gymnastic Clothing,631.0,17303.94,30882.5399999999
2002.0,2002Q4,Sports,Indoor Sports,Top Trim,566.0,60631.5600000001,111508.46
2002.0,2002Q4,Sports,Racket Sports,Badminton,287.0,29049.25,39778.8999999999
2002.0,2002Q4,Sports,Racket Sports,Racket Sports,1463.0,127070.499999999,216757.199999999
2002.0,2002Q4,Sports,Racket Sports,Tennis,1211.0,30879.49,53708.7899999998
2002.0,2002Q4,Sports,Running - Jogging,Jogging,2055.0,70838.5699999999,125252.369999999
2002.0,2002Q4,Sports,Running - Jogging,Running Clothes,3116.0,76700.6199999995,139560.17
2002.0,2002Q4,Sports,Swim Sports,Bathing Suits,1898.0,40086.0500000001,68432.9000000002
2002.0,2002Q4,Sports,Team Sports,American Football,1465.0,19107.2899999999,34711.0599999998
2002.0,2002Q4,Sports,Team Sports,Baseball,1409.0,14803.7699999999,25579.2699999999
2002.0,2002Q4,Sports,Team Sports,Basket Ball,470.0,5981.71999999997,9526.91999999996
2002.0,2002Q4,Sports,Team Sports,Soccer,2983.0,53881.7200000001,104002.27
2002.0,2002Q4,Sports,Winter Sports,Ski Dress,1438.0,199924.0,353498.449999999
2002.0,2002Q4,Sports,Winter Sports,Winter Sports,2577.0,138617.059999999,248968.86
